"SECTOR_SPECIAL_REQUIREMENT_ID","LATEST_VERSION","LAST_USER_ID","REQUIREMENT_TYPE","PRIORITY","COMMENTS","REMARKS","CATEGORY","CONTINUOUS_TIME_PERIOD","START_DATE","END_DATE","START_TIME_OF_DAY","END_TIME_OF_DAY","DISCONT_DAYS_OF_WEEK","DEPARTURE_AIRPORT_CODE","ARRIVAL_AIRPORT_CODE","CARRIER_CODE","R_SCOPE","R_OWNER","CONSTRAINT_ID","SOURCE","LAST_MODIFIED_TIME_STAMP"
"487","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/5/2","2050/7/1","16:00","23:59","1234567","CSX","HRE","CA","GLOBAL","","887","MM","2024/8/21 8:14:07"
"488","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTS","PEK","CA","GLOBAL","","888","MM","2024/8/21 8:15:40"
"489","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/6/15","2050/7/1","16:00","23:59","1234567","CTS","PEK","CA","GLOBAL","","889","MM","2024/8/21 8:14:12"
"141040331","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","IAD","PEK","CA","GLOBAL","","90899979","MM","2024/7/15 3:07:49"
"141040332","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","IST","PEK","CA","GLOBAL","","90899980","MM","2024/7/15 3:07:54"
"141040335","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","LAX","PEK","CA","GLOBAL","","90899983","MM","2024/7/15 3:08:12"
"141040336","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","LGW","PEK","CA","GLOBAL","","90899984","MM","2024/7/15 3:08:18"
"141040337","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","LHR","PEK","CA","GLOBAL","","90899985","MM","2024/7/15 3:08:25"
"141040338","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","MAD","PEK","CA","GLOBAL","","90899986","MM","2024/7/15 3:08:31"
"141040339","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","MED","PEK","CA","GLOBAL","","90899987","MM","2024/7/15 3:08:37"
"141040340","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","MEL","PEK","CA","GLOBAL","","90899988","MM","2024/7/15 3:08:52"
"141040341","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","MLE","PEK","CA","GLOBAL","","90899989","MM","2024/7/15 3:08:59"
"141040342","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","RUH","PEK","CA","GLOBAL","","90899990","MM","2024/7/15 3:09:18"
"141040343","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","SFO","PEK","CA","GLOBAL","","90899991","MM","2024/7/15 3:09:25"
"141040344","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","SYD","PEK","CA","GLOBAL","","90899992","MM","2024/7/15 3:09:31"
"141040345","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","YVR","PEK","CA","GLOBAL","","90899993","MM","2024/7/15 3:09:38"
"141040346","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","AKL","CA","GLOBAL","","90899994","MM","2024/7/15 3:10:52"
"141040334","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","JFK","PEK","CA","GLOBAL","","90899982","MM","2024/7/15 3:08:06"
"141040347","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","ANC","CA","GLOBAL","","90899995","MM","2024/7/15 3:11:02"
"507","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CXR","HGH","CA","GLOBAL","","907","MM","2024/8/21 8:15:47"
"508","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CXR","CKG","CA","GLOBAL","","908","MM","2024/8/21 8:16:14"
"509","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/1/16","2050/7/1","00:00","23:59","1234567","DAC","CKG","CA","GLOBAL","","909","MM","2024/8/21 8:16:51"
"510","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2023/1/16","2050/7/1","00:00","23:59","1234567","DAC","CTU","CA","GLOBAL","","910","MM","2024/8/21 8:16:59"
"511","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","DAT","DLC","CA","GLOBAL","","911","MM","2024/8/21 8:18:10"
"141040348","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","ARN","CA","GLOBAL","","90899996","MM","2024/7/15 3:11:11"
"141040349","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","ATH","CA","GLOBAL","","90899997","MM","2024/7/15 3:11:19"
"141040350","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","BCN","CA","GLOBAL","","90899998","MM","2024/7/15 3:11:31"
"141040351","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","BUD","CA","GLOBAL","","90899999","MM","2024/7/15 3:11:36"
"141040354","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","DXB","CA","GLOBAL","","90900002","MM","2024/8/21 8:34:09"
"141040355","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","FAI","CA","GLOBAL","","90900003","MM","2024/8/21 8:32:54"
"141040356","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","FCO","CA","GLOBAL","","90900004","MM","2024/8/21 8:32:47"
"141040357","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","FRA","CA","GLOBAL","","90900005","MM","2024/8/21 8:32:41"
"141040358","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","GVA","CA","GLOBAL","","90900006","MM","2024/7/15 3:12:29"
"141040359","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","IAD","CA","GLOBAL","","90900007","MM","2024/7/15 3:13:18"
"522","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","DLC","KIX","CA","GLOBAL","","922","MM","2024/8/21 8:18:17"
"141040360","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","IST","CA","GLOBAL","","90900008","MM","2024/8/21 8:33:02"
"141040361","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","JED","CA","GLOBAL","","90900009","MM","2024/8/21 8:33:08"
"141040362","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","JFK","CA","GLOBAL","","90900010","MM","2024/8/21 8:33:14"
"526","1","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2019/10/27","2050/7/1","00:00","23:59","1234567","DLC","HKG","CA","GLOBAL","","926","MM","2024/8/21 8:19:23"
"141040363","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","JNB","CA","GLOBAL","","90900011","MM","2024/8/21 8:33:27"
"141040364","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","LAX","CA","GLOBAL","","90900012","MM","2024/8/21 8:33:32"
"141040365","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","LGW","CA","GLOBAL","","90900013","MM","2024/8/21 8:33:38"
"141040366","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","LHR","CA","GLOBAL","","90900014","MM","2024/8/21 8:33:44"
"141040367","2","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","MAD","CA","GLOBAL","","90900015","MM","2024/8/21 8:33:52"
"141040368","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","MED","CA","GLOBAL","","90900016","MM","2024/7/15 3:14:08"
"141040369","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","MEL","CA","GLOBAL","","90900017","MM","2024/7/15 3:14:14"
"141040370","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","MLE","CA","GLOBAL","","90900018","MM","2024/7/15 3:14:18"
"141040371","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","MUC","CA","GLOBAL","","90900019","MM","2024/7/15 3:14:38"
"141040372","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","MXP","CA","GLOBAL","","90900020","MM","2024/7/15 3:14:43"
"141040373","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","RUH","CA","GLOBAL","","90900021","MM","2024/7/15 3:14:47"
"141040374","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","SFO","CA","GLOBAL","","90900022","MM","2024/7/15 3:14:58"
"141040375","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","SYD","CA","GLOBAL","","90900023","MM","2024/7/15 3:15:08"
"141040376","0","216246","AIRCRAFT","MUST"," 此航线为延伸跨水运行","","WATERCROSS","1","2020/3/29","2080/7/1","00:00","23:59","1234567","PEK","YVR","CA","GLOBAL","","90900024","MM","2024/7/15 3:15:19"
"1","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/5/1","00:00","23:59","1234567","HTN","CKG","CA","GLOBAL","","401","MM","2023/8/1"
"2","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/4/1","00:00","16:00","1234567","CKG","HTN","CA","GLOBAL","","402","MM","2023/8/1"
"3","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","AKU","CKG","CA","GLOBAL","","403","MM","2023/8/1"
"4","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","AKU","CTU","CA","GLOBAL","","404","MM","2023/8/1"
"5","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","AKU","DNH","CA","GLOBAL","","405","MM","2023/8/1"
"6","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","CKG","AKU","CA","GLOBAL","","406","MM","2023/8/1"
"7","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","CKG","KRL","CA","GLOBAL","","407","MM","2023/8/1"
"8","1","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2024/4/17","00:00","23:59","1234567","CKG","URC","CA","GLOBAL","","408","MM","2024/4/17 9:17:05"
"9","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CKG","KRL","CA","GLOBAL","","409","MM","2023/8/1"
"10","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CKG","AKU","CA","GLOBAL","","410","MM","2023/8/1"
"11","1","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CKG","URC","CA","GLOBAL","","411","MM","2024/4/17 9:23:40"
"12","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","CTU","YIN","CA","GLOBAL","","412","MM","2023/8/1"
"13","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","CTU","SHF","CA","GLOBAL","","413","MM","2023/8/1"
"14","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","CTU","KRL","CA","GLOBAL","","414","MM","2023/8/1"
"15","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","CTU","KHG","CA","GLOBAL","","415","MM","2023/8/1"
"16","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","CTU","HMI","CA","GLOBAL","","416","MM","2023/8/1"
"17","1","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","URC","CA","GLOBAL","","417","MM","2024/4/17 9:23:59"
"18","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","AKU","CA","GLOBAL","","418","MM","2023/8/1"
"19","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","HMI","CA","GLOBAL","","419","MM","2023/8/1"
"20","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","HTN","CA","GLOBAL","","420","MM","2023/8/1"
"21","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","JGN","CA","GLOBAL","","421","MM","2023/8/1"
"22","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","KCA","CA","GLOBAL","","422","MM","2023/8/1"
"23","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","KHG","CA","GLOBAL","","423","MM","2023/8/1"
"24","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","KRL","CA","GLOBAL","","424","MM","2023/8/1"
"25","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","KRY","CA","GLOBAL","","425","MM","2023/8/1"
"26","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","SHF","CA","GLOBAL","","426","MM","2023/8/1"
"27","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","XNN","CA","GLOBAL","","427","MM","2023/8/1"
"28","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","CTU","YIN","CA","GLOBAL","","428","MM","2023/8/1"
"29","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","DNH","INC","CA","GLOBAL","","429","MM","2023/8/1"
"30","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","HMI","CTU","CA","GLOBAL","","430","MM","2023/8/1"
"31","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","HMI","CTU","CA","GLOBAL","","431","MM","2023/8/1"
"32","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","HTN","CTU","CA","GLOBAL","","432","MM","2023/8/1"
"33","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","INC","DNH","CA","GLOBAL","","433","MM","2023/8/1"
"34","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2021/10/22","2050/7/1","00:00","23:59","1234567","JED","INC","CA","GLOBAL","","434","MM","2023/8/1"
"35","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2021/10/22","2050/7/1","00:00","23:59","1234567","JED","LHW","CA","GLOBAL","","435","MM","2023/8/1"
"36","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","JZH","CTU","CA","GLOBAL","","436","MM","2023/8/1"
"37","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","KCA","CTU","CA","GLOBAL","","437","MM","2023/8/1"
"38","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","KHG","CTU","CA","GLOBAL","","438","MM","2023/8/1"
"39","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","KHG","LHW","CA","GLOBAL","","439","MM","2023/8/1"
"40","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","KHG","CTU","CA","GLOBAL","","440","MM","2023/8/1"
"41","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","KHG","XIY","CA","GLOBAL","","441","MM","2023/8/1"
"42","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","KHG","ZGC","CA","GLOBAL","","442","MM","2023/8/1"
"43","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","KRL","ZGC","CA","GLOBAL","","443","MM","2023/8/1"
"44","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","KRL","CKG","CA","GLOBAL","","444","MM","2023/8/1"
"45","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","KRL","CTU","CA","GLOBAL","","445","MM","2023/8/1"
"46","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","KRL","LHW","CA","GLOBAL","","446","MM","2023/8/1"
"47","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","KRL","LHW","CA","GLOBAL","","447","MM","2023/8/1"
"48","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","KRL","DNH","CA","GLOBAL","","448","MM","2023/8/1"
"49","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","KRL","ZGC","CA","GLOBAL","","449","MM","2023/8/1"
"50","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","KRY","CTU","CA","GLOBAL","","450","MM","2023/8/1"
"51","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","LHW","KRL","CA","GLOBAL","","451","MM","2023/8/1"
"52","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","LHW","KRL","CA","GLOBAL","","452","MM","2023/8/1"
"53","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2021/10/22","2050/7/1","00:00","23:59","1234567","MED","PEK","CA","GLOBAL","","453","MM","2023/8/1"
"54","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","MIG","URC","CA","GLOBAL","","454","MM","2023/8/1"
"55","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2021/10/22","2050/7/1","00:00","23:59","1234567","PEK","JGN","CA","GLOBAL","","455","MM","2023/8/1"
"56","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/7/5","2050/7/1","00:00","23:59","1234567","SHF","CTU","CA","GLOBAL","","456","MM","2023/8/1"
"57","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","SHF","CTU","CA","GLOBAL","","457","MM","2023/8/1"
"58","0","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2019/10/30","2050/7/1","00:00","23:59","1234567","TFU","YIN","CA","GLOBAL","","458","MM","2023/8/1"
"59","3","216246","AIRCRAFT","MUST","该飞机不具备22分钟化学氧气，如调整须与总签核实是否可执行非高原航路。","基于飘降释压程序手册","OXYGEN","1","2019/10/27","2050/7/1","00:00","23:59","1234567","TFU","URC","CA","GLOBAL","","459","MM","2024/10/30 4:16:09"
"60","1","216246","AIRCRAFT","MUST"," 此航线需要具备22分钟化学氧气能力飞机执飞","基于飘降释压程序手册","OXYGEN","1","2020/4/7","2050/7/1","00:00","23:59","1234567","URC","WUH","CA","GLOBAL","","460","MM","2024/4/17 9:22:10"
